case_id	case_tree	num_mutations
window1:107_98_82_4	(Sample2:2.50000,(Sample3:3.50000,Sample4:11.50000):18.50000,Sample1:2.50000);	33
window1:107_92_43_71	(Sample2:0.00000,(Sample3:9.00000,Sample4:7.00000):15.00000,Sample1:0.00000);	27
window1:107_92_60_75	(Sample2:0.00000,(Sample3:9.00000,Sample4:13.00000):12.00000,Sample1:0.00000);	28
window1:107_93_70_7	(Sample2:0.00000,(Sample3:8.00000,Sample4:12.00000):16.00000,Sample1:0.00000);	31
window1:107_97_22_14	(Sample2:2.50000,(Sample3:5.50000,Sample4:11.50000):13.50000,Sample1:1.50000);	29
window1:107_97_82_23	(Sample2:0.00000,(Sample3:3.00000,Sample4:10.00000):18.00000,Sample1:4.00000);	30
window1:107_96_22_77	(Sample2:1.00000,(Sample3:2.00000,Sample4:11.00000):20.00000,Sample1:0.00000);	30
window1:107_95_12_19	(Sample2:0.00000,(Sample3:9.00000,Sample4:1.00000):17.00000,Sample1:5.00000);	28
window1:107_98_53_45	(Sample2:1.50000,(Sample3:2.50000,Sample4:8.50000):16.50000,Sample1:3.50000);	28
window1:107_92_44_62	(Sample2:0.00000,(Sample3:7.00000,Sample4:8.00000):15.00000,Sample1:0.00000);	26
window1:107_92_21_49	(Sample2:0.00000,(Sample3:7.00000,Sample4:13.00000):11.00000,Sample1:0.00000);	26
window1:107_98_80_11	(Sample2:1.50000,(Sample3:8.50000,Sample4:11.50000):6.50000,Sample1:3.50000);	25
window1:107_93_12_87	(Sample2:0.00000,(Sample3:9.00000,Sample4:10.00000):22.00000,Sample1:0.00000);	36
window1:107_92_20_63	(Sample2:0.00000,(Sample3:15.00000,Sample4:9.00000):8.00000,Sample1:0.00000);	26
window1:107_96_54_77	(Sample2:1.00000,(Sample3:5.00000,Sample4:13.00000):18.00000,Sample1:0.00000);	32
window1:107_96_53_78	(Sample2:0.50000,(Sample3:5.50000,Sample4:8.50000):16.50000,Sample1:0.50000);	27
window1:107_98_18_74	(Sample2:1.00000,(Sample3:3.00000,Sample4:14.00000):23.00000,Sample1:4.00000);	39
window1:107_94_39_48	(Sample2:0.00000,(Sample3:3.00000,Sample4:11.00000):23.00000,Sample1:0.00000);	33
window1:107_97_53_8	(Sample2:4.00000,(Sample3:4.00000,Sample4:6.00000):18.00000,Sample1:0.00000);	28
window1:107_96_3_25	(Sample2:1.00000,(Sample3:6.00000,Sample4:16.00000):21.00000,Sample1:0.00000);	38
window1:107_95_18_78	(Sample2:2.50000,(Sample3:8.50000,Sample4:7.50000):17.50000,Sample1:2.50000);	33
window1:107_97_22_19	(Sample2:2.50000,(Sample3:5.50000,Sample4:9.50000):13.50000,Sample1:1.50000);	27
window1:107_96_15_63	(Sample2:1.00000,(Sample3:13.00000,Sample4:9.00000):8.00000,Sample1:0.00000);	25
window1:107_96_55_59	(Sample2:1.00000,(Sample3:22.00000,Sample4:2.00000):10.00000,Sample1:0.00000);	28
window1:107_94_82_14	(Sample2:0.00000,(Sample3:8.00000,Sample4:8.00000):17.00000,Sample1:0.00000);	29
window1:107_96_3_72	(Sample2:0.50000,(Sample3:12.50000,Sample4:2.50000):14.50000,Sample1:0.50000);	26
window1:107_97_54_48	(Sample2:2.00000,(Sample3:5.00000,Sample4:12.00000):18.00000,Sample1:2.00000);	33
window1:107_98_38_8	(Sample2:1.50000,(Sample3:7.50000,Sample4:6.50000):14.50000,Sample1:3.50000);	28
window1:107_93_55_45	(Sample2:0.00000,(Sample3:5.00000,Sample4:2.00000):27.00000,Sample1:0.00000);	32
window1:107_94_20_63	(Sample2:0.00000,(Sample3:15.00000,Sample4:9.00000):8.00000,Sample1:0.00000);	26
window1:107_96_44_23	(Sample2:1.00000,(Sample3:3.00000,Sample4:13.00000):19.00000,Sample1:0.00000);	31
window1:107_96_3_86	(Sample2:1.00000,(Sample3:11.00000,Sample4:3.00000):16.00000,Sample1:0.00000);	27
window1:107_91_5_75	(Sample2:1.00000,(Sample3:17.00000,Sample4:10.00000):7.00000,Sample1:9.00000);	34
window1:107_95_20_49	(Sample2:3.00000,(Sample3:10.00000,Sample4:13.00000):10.00000,Sample1:2.00000);	31
window1:107_93_46_62	(Sample2:0.00000,(Sample3:5.00000,Sample4:12.00000):11.00000,Sample1:0.00000);	23
window1:107_98_70_42	(Sample2:3.00000,(Sample3:7.00000,Sample4:17.00000):13.00000,Sample1:2.00000);	34
window1:107_93_54_49	(Sample2:0.00000,(Sample3:6.00000,Sample4:7.00000):17.00000,Sample1:0.00000);	26
window1:107_92_55_1	(Sample2:0.00000,(Sample3:8.00000,Sample4:7.00000):24.00000,Sample1:0.00000);	35
window1:107_96_54_48	(Sample2:1.00000,(Sample3:3.00000,Sample4:14.00000):20.00000,Sample1:0.00000);	33
window1:107_94_16_77	(Sample2:0.00000,(Sample3:6.00000,Sample4:7.00000):24.00000,Sample1:0.00000);	33
window1:107_97_18_61	(Sample2:2.00000,(Sample3:10.00000,Sample4:7.00000):16.00000,Sample1:2.00000);	31
window1:107_95_33_61	(Sample2:2.50000,(Sample3:17.50000,Sample4:10.50000):11.50000,Sample1:2.50000);	36
window1:107_95_15_40	(Sample2:2.50000,(Sample3:11.50000,Sample4:9.50000):7.50000,Sample1:2.50000);	27
window1:107_98_36_17	(Sample2:3.00000,(Sample3:10.00000,Sample4:10.00000):18.00000,Sample1:2.00000);	36
window1:107_96_70_77	(Sample2:1.00000,(Sample3:6.00000,Sample4:13.00000):18.00000,Sample1:0.00000);	33
window1:107_97_70_7	(Sample2:2.50000,(Sample3:9.50000,Sample4:10.50000):14.50000,Sample1:1.50000);	32
window1:107_93_80_48	(Sample2:0.00000,(Sample3:3.00000,Sample4:20.00000):14.00000,Sample1:0.00000);	31
window1:107_94_53_72	(Sample2:0.00000,(Sample3:10.00000,Sample4:6.00000):12.00000,Sample1:0.00000);	24
window1:107_96_22_63	(Sample2:1.00000,(Sample3:10.00000,Sample4:5.00000):12.00000,Sample1:0.00000);	24
window1:107_91_5_48	(Sample2:1.50000,(Sample3:5.50000,Sample4:8.50000):18.50000,Sample1:8.50000);	36
window1:107_91_22_17	(Sample2:4.50000,(Sample3:3.50000,Sample4:10.50000):12.50000,Sample1:5.50000);	30
window1:107_97_35_57	(Sample2:2.50000,(Sample3:11.50000,Sample4:8.50000):15.50000,Sample1:1.50000);	33
window1:107_96_39_90	(Sample2:1.00000,(Sample3:8.00000,Sample4:4.00000):18.00000,Sample1:0.00000);	27
window1:107_97_41_66	(Sample2:2.00000,(Sample3:18.00000,Sample4:7.00000):11.00000,Sample1:2.00000);	32
window1:107_91_16_19	(Sample2:2.00000,(Sample3:8.00000,Sample4:1.00000):14.00000,Sample1:8.00000);	28
window1:107_97_70_8	(Sample2:4.00000,(Sample3:5.00000,Sample4:5.00000):19.00000,Sample1:0.00000);	29
window1:107_96_39_63	(Sample2:1.00000,(Sample3:18.00000,Sample4:9.00000):8.00000,Sample1:0.00000);	29
window1:107_91_38_86	(Sample2:1.50000,(Sample3:8.50000,Sample4:4.50000):7.50000,Sample1:8.50000);	24
window1:107_91_21_77	(Sample2:4.00000,(Sample3:5.00000,Sample4:16.00000):8.00000,Sample1:6.00000);	31
window1:107_91_39_48	(Sample2:4.00000,(Sample3:4.00000,Sample4:10.00000):17.00000,Sample1:6.00000);	35
window1:107_95_16_48	(Sample2:0.00000,(Sample3:4.00000,Sample4:8.00000):21.00000,Sample1:5.00000);	33
window1:107_97_36_61	(Sample2:2.00000,(Sample3:12.00000,Sample4:7.00000):16.00000,Sample1:2.00000);	33
window1:107_97_46_61	(Sample2:3.00000,(Sample3:5.00000,Sample4:14.00000):9.00000,Sample1:1.00000);	26
window1:107_93_22_76	(Sample2:0.00000,(Sample3:9.00000,Sample4:12.00000):13.00000,Sample1:0.00000);	28
window1:107_96_36_7	(Sample2:1.00000,(Sample3:11.00000,Sample4:7.00000):21.00000,Sample1:0.00000);	35
window1:107_95_36_87	(Sample2:0.00000,(Sample3:8.00000,Sample4:8.00000):19.00000,Sample1:5.00000);	34
window1:107_91_31_86	(Sample2:3.00000,(Sample3:10.00000,Sample4:9.00000):3.00000,Sample1:7.00000);	24
window1:107_95_21_17	(Sample2:1.50000,(Sample3:5.50000,Sample4:12.50000):10.50000,Sample1:3.50000);	27
window1:107_93_53_58	(Sample2:0.00000,(Sample3:9.00000,Sample4:5.00000):13.00000,Sample1:0.00000);	23
window1:107_91_5_72	(Sample2:2.00000,(Sample3:21.00000,Sample4:9.00000):3.00000,Sample1:8.00000);	33
window1:107_96_18_26	(Sample2:1.00000,(Sample3:7.00000,Sample4:7.00000):23.00000,Sample1:0.00000);	34
window1:107_94_44_1	(Sample2:0.00000,(Sample3:2.00000,Sample4:11.00000):20.00000,Sample1:0.00000);	29
window1:107_91_31_66	(Sample2:2.50000,(Sample3:10.50000,Sample4:7.50000):2.50000,Sample1:7.50000);	23
window1:107_98_43_63	(Sample2:1.50000,(Sample3:9.50000,Sample4:3.50000):10.50000,Sample1:3.50000);	24
window1:107_95_15_72	(Sample2:4.00000,(Sample3:13.00000,Sample4:12.00000):6.00000,Sample1:1.00000);	28
window1:107_96_54_90	(Sample2:1.00000,(Sample3:13.00000,Sample4:12.00000):10.00000,Sample1:0.00000);	29
window1:107_95_43_77	(Sample2:0.50000,(Sample3:5.50000,Sample4:11.50000):14.50000,Sample1:4.50000);	31
window1:107_94_31_17	(Sample2:0.00000,(Sample3:9.00000,Sample4:17.00000):11.00000,Sample1:0.00000);	30
window1:107_95_80_66	(Sample2:4.00000,(Sample3:9.00000,Sample4:12.00000):6.00000,Sample1:1.00000);	25
window1:107_98_43_17	(Sample2:3.00000,(Sample3:7.00000,Sample4:15.00000):13.00000,Sample1:2.00000);	33
window1:107_97_80_1	(Sample2:2.00000,(Sample3:5.00000,Sample4:15.00000):12.00000,Sample1:2.00000);	30
window1:107_96_31_4	(Sample2:0.50000,(Sample3:7.50000,Sample4:20.50000):11.50000,Sample1:0.50000);	33
window1:107_93_82_26	(Sample2:0.00000,(Sample3:5.00000,Sample4:10.00000):20.00000,Sample1:0.00000);	31
window1:107_95_21_72	(Sample2:4.00000,(Sample3:9.00000,Sample4:11.00000):7.00000,Sample1:1.00000);	25
window1:107_91_55_72	(Sample2:2.00000,(Sample3:16.00000,Sample4:6.00000):6.00000,Sample1:8.00000);	30
window1:107_98_41_63	(Sample2:2.50000,(Sample3:19.50000,Sample4:2.50000):11.50000,Sample1:2.50000);	31
window1:107_91_13_8	(Sample2:2.00000,(Sample3:8.00000,Sample4:6.00000):10.00000,Sample1:8.00000);	28
window1:107_94_31_19	(Sample2:0.00000,(Sample3:8.00000,Sample4:11.00000):12.00000,Sample1:0.00000);	26
window1:107_97_53_85	(Sample2:2.00000,(Sample3:12.00000,Sample4:13.00000):10.00000,Sample1:2.00000);	31
window1:107_91_31_63	(Sample2:3.00000,(Sample3:12.00000,Sample4:9.00000):1.00000,Sample1:7.00000);	24
window1:107_98_33_59	(Sample2:3.00000,(Sample3:24.00000,Sample4:5.00000):6.00000,Sample1:2.00000);	31
window1:107_97_60_26	(Sample2:1.00000,(Sample3:6.00000,Sample4:13.00000):13.00000,Sample1:3.00000);	30
window1:107_93_12_85	(Sample2:0.00000,(Sample3:12.00000,Sample4:8.00000):19.00000,Sample1:0.00000);	34
window1:107_98_46_8	(Sample2:2.00000,(Sample3:5.00000,Sample4:13.00000):8.00000,Sample1:3.00000);	25
window1:107_98_38_14	(Sample2:0.50000,(Sample3:5.50000,Sample4:3.50000):16.50000,Sample1:4.50000);	27
window1:107_98_43_40	(Sample2:1.00000,(Sample3:6.00000,Sample4:2.00000):14.00000,Sample1:4.00000);	23
window1:107_94_33_8	(Sample2:0.00000,(Sample3:16.00000,Sample4:7.00000):17.00000,Sample1:0.00000);	34
window1:107_95_18_7	(Sample2:0.50000,(Sample3:9.50000,Sample4:6.50000):16.50000,Sample1:4.50000);	32
window1:107_96_44_1	(Sample2:1.00000,(Sample3:2.00000,Sample4:11.00000):20.00000,Sample1:0.00000);	30
window1:107_94_60_49	(Sample2:0.00000,(Sample3:8.00000,Sample4:11.00000):13.00000,Sample1:0.00000);	27
window1:107_96_82_49	(Sample2:0.50000,(Sample3:9.50000,Sample4:7.50000):15.50000,Sample1:0.50000);	29
window1:107_95_15_8	(Sample2:1.50000,(Sample3:9.50000,Sample4:9.50000):9.50000,Sample1:3.50000);	27
window1:107_93_20_58	(Sample2:0.00000,(Sample3:14.00000,Sample4:9.00000):9.00000,Sample1:0.00000);	26
window1:107_95_31_28	(Sample2:4.00000,(Sample3:9.00000,Sample4:11.00000):10.00000,Sample1:1.00000);	28
window1:107_94_12_62	(Sample2:0.00000,(Sample3:10.00000,Sample4:2.00000):21.00000,Sample1:0.00000);	30
window1:107_96_80_26	(Sample2:1.00000,(Sample3:5.00000,Sample4:18.00000):12.00000,Sample1:0.00000);	30
window1:107_94_33_77	(Sample2:0.00000,(Sample3:9.00000,Sample4:7.00000):24.00000,Sample1:0.00000);	36
window1:107_93_3_45	(Sample2:0.00000,(Sample3:8.00000,Sample4:10.00000):19.00000,Sample1:0.00000);	32
window1:107_98_60_19	(Sample2:3.00000,(Sample3:4.00000,Sample4:6.00000):15.00000,Sample1:2.00000);	26
window1:107_98_36_63	(Sample2:1.50000,(Sample3:16.50000,Sample4:2.50000):11.50000,Sample1:3.50000);	29
window1:107_98_55_23	(Sample2:2.50000,(Sample3:6.50000,Sample4:11.50000):20.50000,Sample1:2.50000);	37
window1:107_95_60_4	(Sample2:1.00000,(Sample3:6.00000,Sample4:17.00000):11.00000,Sample1:4.00000);	32
window1:107_94_15_14	(Sample2:0.00000,(Sample3:11.00000,Sample4:15.00000):10.00000,Sample1:0.00000);	29
window1:107_91_55_58	(Sample2:1.00000,(Sample3:17.00000,Sample4:5.00000):5.00000,Sample1:9.00000);	29
window1:107_95_82_28	(Sample2:2.50000,(Sample3:9.50000,Sample4:9.50000):11.50000,Sample1:2.50000);	29
window1:107_98_70_86	(Sample2:1.00000,(Sample3:10.00000,Sample4:5.00000):10.00000,Sample1:4.00000);	25
window1:107_94_36_28	(Sample2:0.00000,(Sample3:15.00000,Sample4:5.00000):17.00000,Sample1:0.00000);	32
window1:107_91_3_42	(Sample2:2.00000,(Sample3:12.00000,Sample4:17.00000):6.00000,Sample1:8.00000);	35
window1:107_91_39_71	(Sample2:4.50000,(Sample3:17.50000,Sample4:12.50000):3.50000,Sample1:5.50000);	33
window1:107_98_60_72	(Sample2:2.00000,(Sample3:13.00000,Sample4:8.00000):6.00000,Sample1:3.00000);	25
window1:107_92_82_40	(Sample2:0.00000,(Sample3:10.00000,Sample4:5.00000):15.00000,Sample1:0.00000);	26
window1:107_94_31_63	(Sample2:0.00000,(Sample3:12.00000,Sample4:9.00000):8.00000,Sample1:0.00000);	23
window1:107_95_44_66	(Sample2:3.00000,(Sample3:11.00000,Sample4:11.00000):7.00000,Sample1:2.00000);	27
window1:107_94_39_1	(Sample2:0.00000,(Sample3:4.00000,Sample4:9.00000):22.00000,Sample1:0.00000);	31
window1:107_95_43_90	(Sample2:1.00000,(Sample3:12.00000,Sample4:10.00000):8.00000,Sample1:4.00000);	28
window1:107_91_55_1	(Sample2:1.50000,(Sample3:6.50000,Sample4:8.50000):15.50000,Sample1:8.50000);	34
window1:107_94_16_49	(Sample2:0.00000,(Sample3:12.00000,Sample4:6.00000):18.00000,Sample1:0.00000);	31
window1:107_91_21_40	(Sample2:4.50000,(Sample3:6.50000,Sample4:7.50000):6.50000,Sample1:5.50000);	24
window1:107_95_36_11	(Sample2:0.00000,(Sample3:11.00000,Sample4:2.00000):16.00000,Sample1:5.00000);	29
window1:107_96_13_45	(Sample2:1.00000,(Sample3:2.00000,Sample4:5.00000):24.00000,Sample1:0.00000);	30
window1:107_94_41_75	(Sample2:0.00000,(Sample3:17.00000,Sample4:9.00000):16.00000,Sample1:0.00000);	35
window1:107_97_13_78	(Sample2:2.50000,(Sample3:6.50000,Sample4:9.50000):16.50000,Sample1:1.50000);	31
window1:107_92_3_40	(Sample2:0.00000,(Sample3:11.00000,Sample4:4.00000):16.00000,Sample1:0.00000);	27
window1:107_96_20_8	(Sample2:1.00000,(Sample3:8.00000,Sample4:9.00000):15.00000,Sample1:0.00000);	28
window1:107_91_13_57	(Sample2:2.50000,(Sample3:10.50000,Sample4:9.50000):7.50000,Sample1:7.50000);	30
window1:107_91_70_61	(Sample2:1.50000,(Sample3:6.50000,Sample4:8.50000):7.50000,Sample1:8.50000);	26
window1:107_98_36_76	(Sample2:0.50000,(Sample3:14.50000,Sample4:6.50000):13.50000,Sample1:4.50000);	33
window1:107_93_18_28	(Sample2:0.00000,(Sample3:12.00000,Sample4:4.00000):18.00000,Sample1:0.00000);	30
window1:107_93_60_61	(Sample2:0.00000,(Sample3:9.00000,Sample4:11.00000):12.00000,Sample1:0.00000);	27
window1:107_92_20_62	(Sample2:0.00000,(Sample3:9.00000,Sample4:9.00000):14.00000,Sample1:0.00000);	27
window1:107_91_44_57	(Sample2:3.00000,(Sample3:8.00000,Sample4:10.00000):7.00000,Sample1:7.00000);	28
window1:107_92_13_40	(Sample2:0.00000,(Sample3:9.00000,Sample4:3.00000):17.00000,Sample1:0.00000);	26
window1:107_94_38_49	(Sample2:0.00000,(Sample3:5.00000,Sample4:3.00000):21.00000,Sample1:0.00000);	27
window1:107_92_31_77	(Sample2:0.00000,(Sample3:9.00000,Sample4:20.00000):11.00000,Sample1:0.00000);	32
window1:107_93_5_14	(Sample2:0.00000,(Sample3:18.00000,Sample4:9.00000):16.00000,Sample1:0.00000);	36
window1:107_97_82_66	(Sample2:2.00000,(Sample3:10.00000,Sample4:7.00000):11.00000,Sample1:2.00000);	26
window1:107_94_22_40	(Sample2:0.00000,(Sample3:6.00000,Sample4:4.00000):16.00000,Sample1:0.00000);	23
window1:107_97_55_40	(Sample2:2.00000,(Sample3:12.00000,Sample4:4.00000):16.00000,Sample1:2.00000);	31
window1:107_98_54_75	(Sample2:1.00000,(Sample3:7.00000,Sample4:9.00000):12.00000,Sample1:4.00000);	27
window1:107_96_80_57	(Sample2:0.50000,(Sample3:8.50000,Sample4:14.50000):8.50000,Sample1:0.50000);	26
window1:107_93_12_19	(Sample2:0.00000,(Sample3:9.00000,Sample4:1.00000):22.00000,Sample1:0.00000);	29
window1:107_94_46_75	(Sample2:0.00000,(Sample3:5.00000,Sample4:14.00000):11.00000,Sample1:0.00000);	25
window1:107_94_15_48	(Sample2:0.00000,(Sample3:5.00000,Sample4:18.00000):16.00000,Sample1:0.00000);	33
window1:107_96_16_42	(Sample2:1.00000,(Sample3:9.00000,Sample4:9.00000):21.00000,Sample1:0.00000);	35
window1:107_95_36_42	(Sample2:0.00000,(Sample3:10.00000,Sample4:8.00000):17.00000,Sample1:5.00000);	34
window1:107_92_36_66	(Sample2:0.00000,(Sample3:18.00000,Sample4:4.00000):14.00000,Sample1:0.00000);	30
window1:107_98_55_57	(Sample2:0.50000,(Sample3:13.50000,Sample4:6.50000):13.50000,Sample1:4.50000);	32
window1:107_96_18_75	(Sample2:0.50000,(Sample3:11.50000,Sample4:5.50000):18.50000,Sample1:0.50000);	32
window1:107_96_41_17	(Sample2:1.00000,(Sample3:10.00000,Sample4:5.00000):23.00000,Sample1:0.00000);	35
window1:107_96_16_61	(Sample2:0.50000,(Sample3:11.50000,Sample4:3.50000):18.50000,Sample1:0.50000);	30
window1:107_94_44_61	(Sample2:0.00000,(Sample3:10.00000,Sample4:11.00000):12.00000,Sample1:0.00000);	27
window1:107_96_55_11	(Sample2:1.00000,(Sample3:11.00000,Sample4:2.00000):21.00000,Sample1:0.00000);	31
window1:107_91_21_8	(Sample2:3.50000,(Sample3:7.50000,Sample4:10.50000):5.50000,Sample1:6.50000);	26
window1:107_94_22_72	(Sample2:0.00000,(Sample3:10.00000,Sample4:6.00000):12.00000,Sample1:0.00000);	24
window1:107_92_5_57	(Sample2:0.00000,(Sample3:19.00000,Sample4:9.00000):15.00000,Sample1:0.00000);	36
window1:107_95_31_57	(Sample2:4.50000,(Sample3:5.50000,Sample4:10.50000):13.50000,Sample1:0.50000);	29
window1:107_94_80_26	(Sample2:0.00000,(Sample3:5.00000,Sample4:18.00000):12.00000,Sample1:0.00000);	29
window1:107_94_36_71	(Sample2:0.00000,(Sample3:16.00000,Sample4:6.00000):16.00000,Sample1:0.00000);	32
window1:107_97_15_14	(Sample2:2.00000,(Sample3:9.00000,Sample4:17.00000):8.00000,Sample1:2.00000);	30
window1:107_96_70_40	(Sample2:1.00000,(Sample3:8.00000,Sample4:4.00000):16.00000,Sample1:0.00000);	25
window1:107_95_70_48	(Sample2:1.00000,(Sample3:5.00000,Sample4:13.00000):16.00000,Sample1:4.00000);	33
window1:107_98_22_40	(Sample2:1.50000,(Sample3:6.50000,Sample4:3.50000):12.50000,Sample1:3.50000);	23
window1:107_95_12_90	(Sample2:0.50000,(Sample3:13.50000,Sample4:5.50000):12.50000,Sample1:4.50000);	30
window1:107_92_16_28	(Sample2:0.00000,(Sample3:13.00000,Sample4:5.00000):17.00000,Sample1:0.00000);	30
window1:107_94_44_74	(Sample2:0.00000,(Sample3:1.00000,Sample4:20.00000):21.00000,Sample1:0.00000);	36
window1:107_92_44_28	(Sample2:0.00000,(Sample3:10.00000,Sample4:10.00000):12.00000,Sample1:0.00000);	27
window1:107_95_44_75	(Sample2:3.00000,(Sample3:7.00000,Sample4:14.00000):11.00000,Sample1:2.00000);	30
window1:107_98_41_71	(Sample2:1.50000,(Sample3:21.50000,Sample4:7.50000):9.50000,Sample1:3.50000);	35
window1:107_95_54_76	(Sample2:3.50000,(Sample3:5.50000,Sample4:10.50000):14.50000,Sample1:1.50000);	30
window1:107_93_13_1	(Sample2:0.00000,(Sample3:6.00000,Sample4:11.00000):20.00000,Sample1:0.00000);	32
window1:107_95_12_47	(Sample2:2.50000,(Sample3:11.50000,Sample4:5.50000):14.50000,Sample1:2.50000);	31
window1:107_97_12_59	(Sample2:2.50000,(Sample3:18.50000,Sample4:2.50000):9.50000,Sample1:1.50000);	28
window1:107_98_16_7	(Sample2:2.50000,(Sample3:8.50000,Sample4:11.50000):16.50000,Sample1:2.50000);	35
window1:107_93_60_86	(Sample2:0.00000,(Sample3:13.00000,Sample4:11.00000):8.00000,Sample1:0.00000);	26
window1:107_93_20_14	(Sample2:0.00000,(Sample3:11.00000,Sample4:13.00000):12.00000,Sample1:0.00000);	30
window1:107_96_46_76	(Sample2:0.50000,(Sample3:5.50000,Sample4:13.50000):10.50000,Sample1:0.50000);	25
window1:107_93_70_86	(Sample2:0.00000,(Sample3:10.00000,Sample4:5.00000):14.00000,Sample1:0.00000);	25
window1:107_93_41_86	(Sample2:0.00000,(Sample3:18.00000,Sample4:4.00000):15.00000,Sample1:0.00000);	31
window1:107_93_38_58	(Sample2:0.00000,(Sample3:9.00000,Sample4:1.00000):17.00000,Sample1:0.00000);	24
window1:107_93_31_75	(Sample2:0.00000,(Sample3:4.00000,Sample4:9.00000):16.00000,Sample1:0.00000);	25
window1:107_98_53_59	(Sample2:3.00000,(Sample3:11.00000,Sample4:3.00000):8.00000,Sample1:2.00000);	22
window1:107_95_38_19	(Sample2:2.00000,(Sample3:10.00000,Sample4:3.00000):15.00000,Sample1:3.00000);	28
window1:107_96_5_7	(Sample2:1.00000,(Sample3:9.00000,Sample4:3.00000):25.00000,Sample1:0.00000);	34
window1:107_95_46_48	(Sample2:1.50000,(Sample3:2.50000,Sample4:17.50000):11.50000,Sample1:3.50000);	30
window1:107_96_39_71	(Sample2:0.50000,(Sample3:17.50000,Sample4:12.50000):8.50000,Sample1:0.50000);	31
window1:107_93_35_75	(Sample2:0.00000,(Sample3:13.00000,Sample4:8.00000):17.00000,Sample1:0.00000);	32
window1:107_96_22_90	(Sample2:1.00000,(Sample3:8.00000,Sample4:8.00000):14.00000,Sample1:0.00000);	26
window1:107_93_41_17	(Sample2:0.00000,(Sample3:10.00000,Sample4:5.00000):23.00000,Sample1:0.00000);	34
window1:107_96_82_17	(Sample2:1.00000,(Sample3:7.00000,Sample4:10.00000):18.00000,Sample1:0.00000);	31
window1:107_92_13_61	(Sample2:0.00000,(Sample3:10.00000,Sample4:7.00000):16.00000,Sample1:0.00000);	28
window1:107_91_41_72	(Sample2:2.50000,(Sample3:20.50000,Sample4:8.50000):3.50000,Sample1:7.50000);	32
window1:107_96_38_63	(Sample2:0.50000,(Sample3:10.50000,Sample4:2.50000):14.50000,Sample1:0.50000);	25
window1:107_91_46_40	(Sample2:5.00000,(Sample3:5.00000,Sample4:7.00000):7.00000,Sample1:5.00000);	23
window1:107_96_80_4	(Sample2:1.00000,(Sample3:3.00000,Sample4:18.00000):14.00000,Sample1:0.00000);	30
window1:107_93_16_8	(Sample2:0.00000,(Sample3:7.00000,Sample4:1.00000):23.00000,Sample1:0.00000);	29
window1:107_94_33_1	(Sample2:0.00000,(Sample3:7.00000,Sample4:5.00000):26.00000,Sample1:0.00000);	35
window1:107_94_44_28	(Sample2:0.00000,(Sample3:10.00000,Sample4:10.00000):12.00000,Sample1:0.00000);	27
window1:107_96_80_78	(Sample2:0.50000,(Sample3:6.50000,Sample4:14.50000):10.50000,Sample1:0.50000);	27
window1:107_96_18_4	(Sample2:1.00000,(Sample3:6.00000,Sample4:8.00000):24.00000,Sample1:0.00000);	35
window1:107_91_44_26	(Sample2:2.50000,(Sample3:4.50000,Sample4:11.50000):10.50000,Sample1:7.50000);	30
window1:107_91_82_4	(Sample2:3.00000,(Sample3:3.00000,Sample4:12.00000):14.00000,Sample1:7.00000);	32
window1:107_95_41_40	(Sample2:1.00000,(Sample3:16.00000,Sample4:5.00000):12.00000,Sample1:4.00000);	31
window1:107_91_46_23	(Sample2:4.00000,(Sample3:6.00000,Sample4:18.00000):6.00000,Sample1:6.00000);	31
window1:107_98_5_23	(Sample2:5.00000,(Sample3:5.00000,Sample4:3.00000):29.00000,Sample1:0.00000);	38
window1:107_97_53_40	(Sample2:4.00000,(Sample3:7.00000,Sample4:5.00000):15.00000,Sample1:0.00000);	27
window1:107_98_54_26	(Sample2:3.00000,(Sample3:4.00000,Sample4:15.00000):15.00000,Sample1:2.00000);	33
window1:107_93_15_57	(Sample2:0.00000,(Sample3:10.00000,Sample4:13.00000):11.00000,Sample1:0.00000);	28
window1:107_95_12_58	(Sample2:2.50000,(Sample3:13.50000,Sample4:5.50000):12.50000,Sample1:2.50000);	30
window1:107_96_18_28	(Sample2:1.00000,(Sample3:12.00000,Sample4:4.00000):18.00000,Sample1:0.00000);	30
window1:107_98_31_47	(Sample2:4.00000,(Sample3:8.00000,Sample4:6.00000):12.00000,Sample1:1.00000);	26
window1:107_91_41_14	(Sample2:1.50000,(Sample3:16.50000,Sample4:9.50000):7.50000,Sample1:8.50000);	34
window1:107_96_38_40	(Sample2:0.50000,(Sample3:9.50000,Sample4:4.50000):15.50000,Sample1:0.50000);	26
window1:107_97_31_14	(Sample2:4.00000,(Sample3:5.00000,Sample4:10.00000):15.00000,Sample1:0.00000);	29
window1:107_96_12_8	(Sample2:1.00000,(Sample3:9.00000,Sample4:2.00000):22.00000,Sample1:0.00000);	31
window1:107_94_31_75	(Sample2:0.00000,(Sample3:4.00000,Sample4:9.00000):16.00000,Sample1:0.00000);	25
window1:107_95_15_17	(Sample2:1.50000,(Sample3:10.50000,Sample4:14.50000):8.50000,Sample1:3.50000);	31
window1:107_98_15_4	(Sample2:3.50000,(Sample3:8.50000,Sample4:18.50000):11.50000,Sample1:1.50000);	35
window1:107_91_16_48	(Sample2:2.50000,(Sample3:3.50000,Sample4:8.50000):18.50000,Sample1:7.50000);	35
window1:107_92_16_1	(Sample2:0.00000,(Sample3:7.00000,Sample4:8.00000):23.00000,Sample1:0.00000);	34
