case_id	case_tree	num_mutations
window2:91_82_14_32	(Sample3:9.50000,(Sample2:3.50000,Sample4:20.50000):4.50000,Sample1:9.50000);	36
window2:96_82_76_68	(Sample3:9.00000,(Sample2:3.00000,Sample4:22.00000):7.00000,Sample1:15.00000);	43
window2:98_44_66_65	(Sample3:7.00000,(Sample2:5.00000,Sample4:16.00000):9.00000,Sample1:12.00000);	39
window2:91_20_71_88	(Sample3:14.50000,(Sample2:3.50000,Sample4:18.50000):8.50000,Sample1:5.50000);	40
window2:96_43_85_24	(Sample2:9.50000,(Sample3:6.50000,Sample4:13.50000):7.50000,Sample1:15.50000);	41
window2:98_36_59_69	(Sample3:2.00000,(Sample2:6.00000,Sample4:16.00000):11.00000,Sample1:13.00000);	38
window2:92_82_25_89	(Sample2:3.50000,(Sample3:6.50000,Sample4:8.50000):8.50000,Sample1:21.50000);	38
window2:93_35_76_51	(Sample3:11.00000,(Sample2:7.00000,Sample4:14.00000):6.00000,Sample1:14.00000);	40
window2:94_53_19_81	((Sample2:4.00000,Sample3:5.00000):4.00000,Sample4:21.00000,Sample1:14.00000);	37
window2:92_43_90_89	(Sample2:9.50000,(Sample3:3.50000,Sample4:14.50000):6.50000,Sample1:14.50000);	38
window2:96_18_72_2	(Sample3:5.00000,(Sample2:4.00000,Sample4:19.00000):12.00000,Sample1:12.00000);	42
window2:94_18_4_67	(Sample2:5.00000,(Sample3:4.00000,Sample4:10.00000):4.00000,Sample1:25.00000);	37
window2:91_70_19_29	(Sample2:4.00000,(Sample3:5.00000,Sample4:16.00000):1.00000,Sample1:10.00000);	27
window2:93_15_48_30	(Sample2:7.00000,(Sample3:16.00000,Sample4:3.00000):2.00000,Sample1:14.00000);	32
window2:91_15_61_65	(Sample3:12.50000,(Sample2:6.50000,Sample4:17.50000):4.50000,Sample1:6.50000);	36
window2:97_33_85_51	(Sample3:6.00000,(Sample2:10.00000,Sample4:12.00000):2.00000,Sample1:17.00000);	35
window2:91_20_1_51	(Sample2:6.50000,(Sample3:9.50000,Sample4:10.50000):5.50000,Sample1:10.50000);	33
window2:98_70_77_30	((Sample2:5.00000,Sample3:14.00000):2.00000,Sample4:4.00000,Sample1:14.00000);	29
window2:92_31_14_67	(Sample2:5.50000,(Sample3:9.50000,Sample4:25.50000):0.50000,Sample1:14.50000);	41
window2:91_38_17_88	(Sample2:7.50000,(Sample3:7.50000,Sample4:11.50000):12.50000,Sample1:8.50000);	38
window2:97_38_86_84	((Sample2:8.00000,Sample3:5.00000):8.00000,Sample4:15.00000,Sample1:12.00000);	38
window2:97_12_90_69	(Sample3:4.50000,(Sample2:9.50000,Sample4:13.50000):4.50000,Sample1:15.50000);	36
window2:95_33_25_27	((Sample2:9.50000,Sample3:8.50000):3.50000,Sample4:8.50000,Sample1:19.50000);	38
window2:94_18_62_10	(Sample3:3.50000,(Sample2:2.50000,Sample4:17.50000):5.50000,Sample1:19.50000);	37
window2:93_33_90_83	(Sample3:4.50000,(Sample2:12.50000,Sample4:9.50000):2.50000,Sample1:17.50000);	35
window2:91_33_11_65	(Sample3:8.00000,(Sample2:9.00000,Sample4:15.00000):5.00000,Sample1:11.00000);	37
window2:92_38_71_2	(Sample3:7.50000,(Sample2:4.50000,Sample4:24.50000):3.50000,Sample1:14.50000);	41
window2:93_22_47_32	(Sample3:7.50000,(Sample2:3.50000,Sample4:19.50000):6.50000,Sample1:12.50000);	38
window2:98_55_48_67	(Sample2:3.50000,(Sample3:1.50000,Sample4:12.50000):7.50000,Sample1:23.50000);	38
window2:94_31_11_29	(Sample2:8.00000,(Sample3:8.00000,Sample4:19.00000):4.00000,Sample1:12.00000);	39
window2:94_18_86_10	(Sample3:5.50000,(Sample2:2.50000,Sample4:17.50000):11.50000,Sample1:13.50000);	40
window2:92_54_57_68	(Sample3:9.00000,(Sample2:3.00000,Sample4:24.00000):4.00000,Sample1:15.00000);	42
window2:97_44_14_73	(Sample3:15.50000,(Sample2:3.50000,Sample4:16.50000):2.50000,Sample1:13.50000);	39
window2:98_36_14_32	(Sample3:5.50000,(Sample2:2.50000,Sample4:18.50000):11.50000,Sample1:14.50000);	42
window2:95_21_62_10	(Sample3:7.50000,(Sample2:4.50000,Sample4:19.50000):3.50000,Sample1:12.50000);	36
window2:97_20_25_37	(Sample2:4.00000,(Sample3:9.00000,Sample4:11.00000):9.00000,Sample1:15.00000);	38
window2:96_22_85_30	((Sample2:8.50000,Sample3:14.50000):1.50000,Sample4:5.50000,Sample1:12.50000);	32
window2:95_80_48_88	(Sample2:5.50000,(Sample3:6.50000,Sample4:14.50000):10.50000,Sample1:12.50000);	39
window2:94_55_72_10	(Sample3:5.50000,(Sample2:6.50000,Sample4:17.50000):11.50000,Sample1:12.50000);	43
window2:93_54_17_6	(Sample2:7.00000,(Sample3:3.00000,Sample4:12.00000):11.00000,Sample1:16.00000);	39
window2:91_20_90_51	(Sample2:8.00000,(Sample3:5.00000,Sample4:10.00000):6.00000,Sample1:9.00000);	30
window2:98_22_19_51	(Sample2:5.00000,(Sample3:6.00000,Sample4:16.00000):3.00000,Sample1:16.00000);	35
window2:98_60_45_51	(Sample2:5.50000,(Sample3:4.50000,Sample4:15.50000):4.50000,Sample1:16.50000);	36
window2:95_82_77_50	(Sample2:5.00000,(Sample3:4.00000,Sample4:16.00000):4.00000,Sample1:17.00000);	35
window2:96_18_11_89	(Sample3:4.50000,(Sample2:4.50000,Sample4:15.50000):5.50000,Sample1:19.50000);	38
window2:93_22_57_81	(Sample3:12.00000,(Sample2:6.00000,Sample4:21.00000):3.00000,Sample1:12.00000);	41
window2:95_36_76_27	((Sample2:7.00000,Sample3:14.00000):3.00000,Sample4:13.00000,Sample1:15.00000);	39
window2:91_53_45_64	(Sample2:3.50000,(Sample3:4.50000,Sample4:17.50000):4.50000,Sample1:12.50000);	33
window2:91_53_71_64	(Sample3:11.00000,(Sample2:4.00000,Sample4:23.00000):2.00000,Sample1:9.00000);	37
window2:92_60_7_32	(Sample2:4.00000,(Sample3:3.00000,Sample4:12.00000):9.00000,Sample1:17.00000);	36
window2:98_35_28_52	(Sample3:3.50000,(Sample2:6.50000,Sample4:14.50000):10.50000,Sample1:13.50000);	39
window2:94_41_76_29	(Sample3:10.50000,(Sample2:5.50000,Sample4:9.50000):12.50000,Sample1:14.50000);	42
window2:96_12_62_32	(Sample3:3.50000,(Sample2:5.50000,Sample4:16.50000):4.50000,Sample1:20.50000);	39
window2:94_33_59_24	(Sample3:4.00000,(Sample2:8.00000,Sample4:12.00000):17.00000,Sample1:8.00000);	41
window2:95_80_23_50	(Sample2:6.00000,(Sample3:4.00000,Sample4:11.00000):12.00000,Sample1:12.00000);	36
window2:96_80_26_65	(Sample2:6.00000,(Sample3:5.00000,Sample4:10.00000):13.00000,Sample1:12.00000);	37
window2:96_39_26_56	(Sample2:3.00000,(Sample3:2.00000,Sample4:13.00000):5.00000,Sample1:24.00000);	36
window2:93_55_85_6	(Sample2:10.00000,(Sample3:4.00000,Sample4:10.00000):5.00000,Sample1:22.00000);	39
window2:97_12_71_81	(Sample3:13.00000,(Sample2:8.00000,Sample4:18.00000):4.00000,Sample1:13.00000);	43
window2:96_33_4_69	((Sample2:9.00000,Sample3:6.00000):2.00000,Sample4:13.00000,Sample1:24.00000);	41
window2:91_3_26_24	(Sample2:10.00000,(Sample3:8.00000,Sample4:13.00000):7.00000,Sample1:9.00000);	37
window2:93_55_78_79	((Sample2:8.50000,Sample3:9.50000):4.50000,Sample4:17.50000,Sample1:15.50000);	42
window2:93_82_11_34	(Sample3:7.00000,(Sample2:5.00000,Sample4:23.00000):2.00000,Sample1:16.00000);	40
window2:92_20_40_50	(Sample3:6.00000,(Sample2:4.00000,Sample4:18.00000):7.00000,Sample1:14.00000);	38
window2:97_46_7_30	(Sample2:5.00000,(Sample3:11.00000,Sample4:6.00000):4.00000,Sample1:11.00000);	28
window2:96_20_76_67	(Sample3:11.50000,(Sample2:4.50000,Sample4:18.50000):8.50000,Sample1:12.50000);	43
window2:94_35_78_52	(Sample3:9.50000,(Sample2:7.50000,Sample4:13.50000):4.50000,Sample1:16.50000);	39
window2:92_5_26_65	((Sample2:6.00000,Sample3:2.00000):4.00000,Sample4:9.00000,Sample1:24.00000);	34
window2:92_55_8_9	(Sample3:3.50000,(Sample2:6.50000,Sample4:15.50000):3.50000,Sample1:20.50000);	38
window2:92_82_42_34	(Sample2:6.00000,(Sample3:4.00000,Sample4:15.00000):6.00000,Sample1:19.00000);	39
window2:96_3_90_69	(Sample2:14.00000,(Sample3:6.00000,Sample4:16.00000):5.00000,Sample1:14.00000);	42
window2:96_22_87_56	(Sample2:3.50000,(Sample3:3.50000,Sample4:11.50000):10.50000,Sample1:19.50000);	39
window2:95_43_74_84	(Sample2:6.50000,(Sample3:14.50000,Sample4:9.50000):4.50000,Sample1:14.50000);	38
window2:93_18_76_50	(Sample3:9.50000,(Sample2:2.50000,Sample4:18.50000):9.50000,Sample1:15.50000);	44
window2:93_39_26_84	(Sample2:5.50000,(Sample3:4.50000,Sample4:8.50000):2.50000,Sample1:20.50000);	31
window2:91_35_28_69	(Sample3:11.50000,(Sample2:4.50000,Sample4:17.50000):5.50000,Sample1:8.50000);	37
window2:98_36_48_88	(Sample2:4.50000,(Sample3:4.50000,Sample4:16.50000):3.50000,Sample1:24.50000);	41
window2:94_33_49_73	(Sample3:9.00000,(Sample2:10.00000,Sample4:15.00000):7.00000,Sample1:15.00000);	43
window2:95_54_4_83	(Sample2:8.00000,(Sample3:7.00000,Sample4:8.00000):8.00000,Sample1:14.00000);	35
window2:95_21_28_9	(Sample3:13.50000,(Sample2:4.50000,Sample4:17.50000):3.50000,Sample1:11.50000);	38
window2:94_44_8_10	(Sample2:4.50000,(Sample3:5.50000,Sample4:20.50000):1.50000,Sample1:17.50000);	37
window2:98_5_26_84	((Sample2:6.00000,Sample3:2.00000):5.00000,Sample4:6.00000,Sample1:28.00000);	36
window2:94_82_25_84	(Sample2:5.00000,(Sample3:11.00000,Sample4:7.00000):4.00000,Sample1:20.00000);	36
window2:96_21_23_64	(Sample2:3.50000,(Sample3:2.50000,Sample4:8.50000):14.50000,Sample1:15.50000);	37
window2:92_53_75_2	(Sample3:9.50000,(Sample2:2.50000,Sample4:22.50000):2.50000,Sample1:15.50000);	40
window2:97_20_66_51	(Sample3:12.50000,(Sample2:7.50000,Sample4:16.50000):2.50000,Sample1:9.50000);	37
window2:98_33_72_10	(Sample3:4.50000,(Sample2:4.50000,Sample4:14.50000):18.50000,Sample1:10.50000);	44
window2:95_46_76_52	(Sample2:4.00000,(Sample3:15.00000,Sample4:17.00000):1.00000,Sample1:13.00000);	37
window2:93_60_77_69	(Sample2:5.50000,(Sample3:5.50000,Sample4:13.50000):8.50000,Sample1:15.50000);	38
window2:95_31_85_64	(Sample2:10.00000,(Sample3:5.00000,Sample4:11.00000):10.00000,Sample1:13.00000);	39
window2:96_36_76_69	(Sample3:8.50000,(Sample2:6.50000,Sample4:15.50000):8.50000,Sample1:15.50000);	43
window2:97_15_23_69	(Sample2:5.00000,(Sample3:5.00000,Sample4:11.00000):11.00000,Sample1:12.00000);	35
window2:94_33_17_51	(Sample3:7.50000,(Sample2:11.50000,Sample4:10.50000):0.50000,Sample1:20.50000);	38
window2:96_13_14_79	(Sample3:9.50000,(Sample2:7.50000,Sample4:19.50000):2.50000,Sample1:14.50000);	40
window2:92_31_49_67	(Sample2:5.50000,(Sample3:6.50000,Sample4:23.50000):2.50000,Sample1:14.50000);	40
window2:96_20_25_51	(Sample2:6.00000,(Sample3:12.00000,Sample4:10.00000):6.00000,Sample1:18.00000);	40
window2:94_43_1_67	(Sample2:5.00000,(Sample3:5.00000,Sample4:12.00000):8.00000,Sample1:19.00000);	38
window2:92_53_7_10	(Sample2:6.50000,(Sample3:2.50000,Sample4:13.50000):10.50000,Sample1:15.50000);	39
window2:95_20_61_73	(Sample3:14.00000,(Sample2:7.00000,Sample4:18.00000):3.00000,Sample1:12.00000);	41
window2:98_53_86_10	(Sample3:3.50000,(Sample2:2.50000,Sample4:27.50000):5.50000,Sample1:12.50000);	40
window2:95_13_72_88	(Sample3:10.00000,(Sample2:6.00000,Sample4:23.00000):4.00000,Sample1:13.00000);	43
window2:95_80_26_9	(Sample2:6.50000,(Sample3:5.50000,Sample4:10.50000):10.50000,Sample1:11.50000);	36
window2:98_55_74_65	(Sample2:5.00000,(Sample3:11.00000,Sample4:15.00000):3.00000,Sample1:22.00000);	42
window2:98_13_4_65	(Sample2:5.00000,(Sample3:5.00000,Sample4:12.00000):9.00000,Sample1:18.00000);	39
window2:94_82_90_64	(Sample3:5.00000,(Sample2:7.00000,Sample4:15.00000):3.00000,Sample1:17.00000);	36
window2:96_41_40_89	(Sample3:4.00000,(Sample2:7.00000,Sample4:12.00000):10.00000,Sample1:17.00000);	40
window2:95_60_40_83	(Sample3:8.00000,(Sample2:6.00000,Sample4:14.00000):3.00000,Sample1:11.00000);	32
window2:97_54_78_10	((Sample2:5.00000,Sample3:10.00000):5.00000,Sample4:20.00000,Sample1:16.00000);	43
window2:95_39_4_65	(Sample2:6.00000,(Sample3:7.00000,Sample4:10.00000):2.00000,Sample1:19.00000);	33
window2:95_5_17_9	(Sample3:2.50000,(Sample2:5.50000,Sample4:10.50000):3.50000,Sample1:20.50000);	32
window2:97_36_11_24	((Sample2:5.50000,Sample3:7.50000):2.50000,Sample4:18.50000,Sample1:18.50000);	40
window2:97_60_26_64	(Sample2:7.00000,(Sample3:4.00000,Sample4:11.00000):8.00000,Sample1:14.00000);	35
window2:94_60_28_27	(Sample3:10.50000,(Sample2:6.50000,Sample4:17.50000):2.50000,Sample1:11.50000);	37
window2:94_36_26_51	(Sample2:10.50000,(Sample3:5.50000,Sample4:9.50000):1.50000,Sample1:21.50000);	36
window2:94_39_71_79	(Sample3:12.50000,(Sample2:7.50000,Sample4:13.50000):9.50000,Sample1:9.50000);	41
window2:97_16_85_56	(Sample3:5.50000,(Sample2:8.50000,Sample4:12.50000):4.50000,Sample1:17.50000);	37
window2:98_12_11_37	(Sample3:1.50000,(Sample2:3.50000,Sample4:20.50000):6.50000,Sample1:16.50000);	38
window2:98_55_11_50	(Sample3:2.00000,(Sample2:2.00000,Sample4:21.00000):9.00000,Sample1:16.00000);	39
window2:97_46_87_10	(Sample2:6.00000,(Sample3:3.00000,Sample4:9.00000):16.00000,Sample1:10.00000);	37
window2:97_54_90_81	(Sample3:7.50000,(Sample2:13.50000,Sample4:14.50000):2.50000,Sample1:12.50000);	38
window2:98_41_62_24	(Sample3:2.00000,(Sample2:3.00000,Sample4:13.00000):12.00000,Sample1:18.00000);	39
window2:91_39_19_67	(Sample3:5.50000,(Sample2:6.50000,Sample4:9.50000):9.50000,Sample1:11.50000);	34
window2:91_35_23_79	(Sample2:5.50000,(Sample3:3.50000,Sample4:9.50000):6.50000,Sample1:14.50000);	31
window2:96_80_61_27	(Sample2:7.50000,(Sample3:11.50000,Sample4:20.50000):0.50000,Sample1:10.50000);	38
window2:92_36_19_56	(Sample3:1.50000,(Sample2:3.50000,Sample4:13.50000):6.50000,Sample1:21.50000);	36
window2:95_5_71_52	(Sample3:13.50000,(Sample2:8.50000,Sample4:8.50000):8.50000,Sample1:13.50000);	41
window2:92_41_48_52	(Sample2:9.00000,(Sample3:6.00000,Sample4:9.00000):2.00000,Sample1:24.00000);	38
window2:93_44_47_10	(Sample3:7.00000,(Sample2:4.00000,Sample4:22.00000):5.00000,Sample1:13.00000);	39
window2:96_15_1_50	(Sample2:3.50000,(Sample3:6.50000,Sample4:15.50000):7.50000,Sample1:18.50000);	40
window2:98_16_72_81	(Sample3:6.00000,(Sample2:6.00000,Sample4:23.00000):9.00000,Sample1:9.00000);	42
window2:94_53_63_10	(Sample3:3.50000,(Sample2:5.50000,Sample4:24.50000):2.50000,Sample1:13.50000);	37
window2:91_43_87_68	(Sample2:4.50000,(Sample3:3.50000,Sample4:10.50000):11.50000,Sample1:11.50000);	34
window2:95_36_90_51	(Sample2:12.00000,(Sample3:4.00000,Sample4:11.00000):1.00000,Sample1:15.00000);	32
window2:95_39_66_32	(Sample3:13.00000,(Sample2:5.00000,Sample4:12.00000):11.00000,Sample1:10.00000);	41
window2:96_21_74_34	(Sample2:2.00000,(Sample3:13.00000,Sample4:11.00000):12.00000,Sample1:17.00000);	44
window2:95_38_23_10	(Sample2:12.50000,(Sample3:2.50000,Sample4:9.50000):9.50000,Sample1:16.50000);	40
window2:96_80_17_65	(Sample2:5.50000,(Sample3:4.50000,Sample4:12.50000):10.50000,Sample1:12.50000);	36
window2:92_46_85_56	(Sample2:4.50000,(Sample3:4.50000,Sample4:15.50000):12.50000,Sample1:11.50000);	39
window2:92_80_59_30	(Sample2:10.00000,(Sample3:5.00000,Sample4:8.00000):1.00000,Sample1:7.00000);	23
window2:92_38_28_52	((Sample2:7.00000,Sample3:5.00000):4.00000,Sample4:19.00000,Sample1:14.00000);	37
window2:96_31_71_64	(Sample3:10.50000,(Sample2:6.50000,Sample4:24.50000):2.50000,Sample1:10.50000);	41
window2:97_16_25_32	(Sample2:7.50000,(Sample3:7.50000,Sample4:10.50000):4.50000,Sample1:20.50000);	39
window2:96_3_76_32	((Sample2:4.00000,Sample3:6.00000):5.00000,Sample4:24.00000,Sample1:16.00000);	42
window2:96_38_7_56	(Sample2:8.00000,(Sample3:6.00000,Sample4:13.00000):9.00000,Sample1:17.00000);	42
window2:92_20_7_24	(Sample2:5.00000,(Sample3:7.00000,Sample4:14.00000):4.00000,Sample1:18.00000);	37
window2:92_22_42_27	(Sample2:6.50000,(Sample3:6.50000,Sample4:10.50000):6.50000,Sample1:15.50000);	35
window2:95_38_75_30	((Sample2:4.00000,Sample3:7.00000):11.00000,Sample4:1.00000,Sample1:13.00000);	29
window2:98_12_74_9	(Sample2:3.00000,(Sample3:10.00000,Sample4:15.00000):3.00000,Sample1:25.00000);	42
window2:93_21_40_52	(Sample2:5.00000,(Sample3:6.00000,Sample4:17.00000):2.00000,Sample1:13.00000);	32
window2:95_16_25_29	(Sample2:5.50000,(Sample3:8.50000,Sample4:8.50000):5.50000,Sample1:19.50000);	37
window2:97_53_28_52	((Sample2:6.00000,Sample3:8.00000):4.00000,Sample4:16.00000,Sample1:15.00000);	37
window2:97_31_75_27	((Sample2:4.50000,Sample3:8.50000):8.50000,Sample4:15.50000,Sample1:11.50000);	38
window2:91_22_57_52	(Sample3:11.00000,(Sample2:6.00000,Sample4:15.00000):4.00000,Sample1:9.00000);	34
window2:97_5_71_79	(Sample3:14.50000,(Sample2:7.50000,Sample4:9.50000):9.50000,Sample1:11.50000);	41
window2:91_60_45_64	(Sample2:5.50000,(Sample3:5.50000,Sample4:16.50000):3.50000,Sample1:13.50000);	34
window2:98_70_72_83	(Sample3:4.50000,(Sample2:6.50000,Sample4:18.50000):4.50000,Sample1:10.50000);	34
window2:97_20_62_2	(Sample2:3.00000,(Sample3:11.00000,Sample4:17.00000):2.00000,Sample1:16.00000);	37
window2:92_3_42_37	(Sample2:11.00000,(Sample3:8.00000,Sample4:11.00000):8.00000,Sample1:16.00000);	42
window2:94_12_57_52	(Sample3:8.50000,(Sample2:7.50000,Sample4:14.50000):5.50000,Sample1:15.50000);	40
window2:93_80_48_9	(Sample2:3.00000,(Sample3:7.00000,Sample4:11.00000):13.00000,Sample1:14.00000);	39
window2:91_55_40_81	(Sample3:7.00000,(Sample2:6.00000,Sample4:19.00000):4.00000,Sample1:11.00000);	36
window2:91_18_86_29	(Sample3:7.50000,(Sample2:4.50000,Sample4:13.50000):7.50000,Sample1:7.50000);	32
window2:93_41_71_81	(Sample3:11.00000,(Sample2:6.00000,Sample4:12.00000):14.00000,Sample1:11.00000);	44
window2:93_60_86_10	(Sample3:9.50000,(Sample2:4.50000,Sample4:20.50000):8.50000,Sample1:9.50000);	41
window2:93_70_61_32	(Sample3:8.50000,(Sample2:4.50000,Sample4:22.50000):3.50000,Sample1:14.50000);	41
window2:91_3_7_52	(Sample2:10.00000,(Sample3:6.00000,Sample4:9.00000):9.00000,Sample1:9.00000);	34
window2:93_39_7_65	(Sample2:5.00000,(Sample3:5.00000,Sample4:12.00000):1.00000,Sample1:21.00000);	33
window2:97_12_19_10	((Sample2:4.50000,Sample3:5.50000):3.50000,Sample4:16.50000,Sample1:19.50000);	38
window2:96_41_59_29	(Sample3:2.00000,(Sample2:6.00000,Sample4:9.00000):17.00000,Sample1:11.00000);	38
window2:96_53_8_50	(Sample2:4.50000,(Sample3:4.50000,Sample4:22.50000):1.50000,Sample1:18.50000);	39
window2:95_82_75_67	(Sample3:14.00000,(Sample2:4.00000,Sample4:19.00000):1.00000,Sample1:16.00000);	40
window2:94_80_1_29	(Sample2:4.00000,(Sample3:5.00000,Sample4:12.00000):12.00000,Sample1:13.00000);	37
window2:93_5_8_2	(Sample3:4.50000,(Sample2:4.50000,Sample4:10.50000):9.50000,Sample1:19.50000);	38
window2:93_53_71_88	(Sample3:9.50000,(Sample2:3.50000,Sample4:25.50000):4.50000,Sample1:12.50000);	42
window2:96_13_7_69	(Sample2:8.50000,(Sample3:6.50000,Sample4:15.50000):3.50000,Sample1:18.50000);	40
window2:97_39_26_83	(Sample2:5.00000,(Sample3:5.00000,Sample4:8.00000):2.00000,Sample1:17.00000);	28
window2:95_31_74_56	(Sample2:8.00000,(Sample3:10.00000,Sample4:10.00000):11.00000,Sample1:15.00000);	43
window2:93_16_66_24	(Sample3:6.00000,(Sample2:9.00000,Sample4:18.00000):8.00000,Sample1:12.00000);	41
window2:94_43_85_73	(Sample2:9.50000,(Sample3:7.50000,Sample4:13.50000):6.50000,Sample1:14.50000);	40
window2:94_41_76_50	(Sample3:11.00000,(Sample2:3.00000,Sample4:13.00000):15.00000,Sample1:14.00000);	45
window2:98_43_23_69	(Sample2:3.50000,(Sample3:5.50000,Sample4:10.50000):13.50000,Sample1:17.50000);	41
window2:98_18_61_81	(Sample3:6.50000,(Sample2:3.50000,Sample4:21.50000):9.50000,Sample1:11.50000);	41
window2:95_53_8_10	(Sample2:6.50000,(Sample3:3.50000,Sample4:22.50000):0.50000,Sample1:14.50000);	35
window2:97_20_75_50	(Sample3:16.00000,(Sample2:3.00000,Sample4:19.00000):4.00000,Sample1:13.00000);	42
window2:92_16_17_84	(Sample2:11.50000,(Sample3:5.50000,Sample4:7.50000):3.50000,Sample1:18.50000);	35
window2:92_13_76_65	(Sample3:10.50000,(Sample2:8.50000,Sample4:18.50000):1.50000,Sample1:14.50000);	40
window2:97_41_25_65	((Sample2:7.00000,Sample3:9.00000):3.00000,Sample4:9.00000,Sample1:20.00000);	36
window2:97_70_74_89	(Sample2:8.50000,(Sample3:8.50000,Sample4:10.50000):6.50000,Sample1:19.50000);	41
window2:98_13_40_73	(Sample3:2.00000,(Sample2:6.00000,Sample4:22.00000):3.00000,Sample1:15.00000);	36
window2:94_13_66_50	(Sample3:7.00000,(Sample2:4.00000,Sample4:19.00000):11.00000,Sample1:11.00000);	41
window2:95_80_59_37	(Sample3:4.50000,(Sample2:7.50000,Sample4:20.50000):3.50000,Sample1:8.50000);	34
window2:91_31_66_65	(Sample3:6.50000,(Sample2:8.50000,Sample4:22.50000):2.50000,Sample1:5.50000);	34
window2:91_21_78_69	(Sample3:13.50000,(Sample2:8.50000,Sample4:21.50000):0.50000,Sample1:8.50000);	39
window2:92_21_78_79	(Sample3:14.50000,(Sample2:5.50000,Sample4:19.50000):1.50000,Sample1:11.50000);	39
window2:95_3_59_64	(Sample3:3.50000,(Sample2:12.50000,Sample4:19.50000):6.50000,Sample1:9.50000);	40
window2:92_5_86_67	(Sample3:6.50000,(Sample2:2.50000,Sample4:9.50000):18.50000,Sample1:12.50000);	41
window2:93_38_85_2	(Sample2:10.50000,(Sample3:6.50000,Sample4:13.50000):7.50000,Sample1:15.50000);	42
window2:95_60_58_88	(Sample3:12.00000,(Sample2:5.00000,Sample4:23.00000):3.00000,Sample1:11.00000);	41
window2:94_36_26_27	(Sample2:10.00000,(Sample3:5.00000,Sample4:8.00000):2.00000,Sample1:22.00000);	35
window2:96_80_11_69	(Sample2:6.50000,(Sample3:7.50000,Sample4:19.50000):5.50000,Sample1:11.50000);	39
window2:92_60_61_52	(Sample3:10.50000,(Sample2:7.50000,Sample4:18.50000):1.50000,Sample1:12.50000);	38
window2:95_3_47_24	((Sample2:7.50000,Sample3:5.50000):5.50000,Sample4:18.50000,Sample1:15.50000);	40
window2:93_41_7_65	(Sample3:5.50000,(Sample2:9.50000,Sample4:10.50000):0.50000,Sample1:22.50000);	36
window2:94_60_1_64	(Sample2:5.00000,(Sample3:7.00000,Sample4:13.00000):8.00000,Sample1:16.00000);	38
window2:92_54_58_52	(Sample3:6.50000,(Sample2:6.50000,Sample4:19.50000):3.50000,Sample1:11.50000);	36
window2:96_55_75_2	(Sample3:7.50000,(Sample2:5.50000,Sample4:17.50000):8.50000,Sample1:16.50000);	43
window2:92_21_7_68	(Sample2:1.50000,(Sample3:3.50000,Sample4:14.50000):9.50000,Sample1:16.50000);	36
window2:91_16_7_10	(Sample2:8.50000,(Sample3:4.50000,Sample4:11.50000):5.50000,Sample1:15.50000);	35
window2:98_38_8_88	(Sample2:5.50000,(Sample3:4.50000,Sample4:24.50000):2.50000,Sample1:17.50000);	41
window2:92_12_78_65	(Sample3:10.00000,(Sample2:8.00000,Sample4:16.00000):4.00000,Sample1:16.00000);	41
window2:94_36_90_37	(Sample3:3.50000,(Sample2:8.50000,Sample4:12.50000):5.50000,Sample1:18.50000);	37
window2:94_21_14_69	(Sample2:7.50000,(Sample3:12.50000,Sample4:20.50000):3.50000,Sample1:10.50000);	41
window2:94_46_90_37	(Sample2:6.00000,(Sample3:4.00000,Sample4:17.00000):9.00000,Sample1:10.00000);	36
window2:95_60_23_24	(Sample2:5.50000,(Sample3:5.50000,Sample4:13.50000):8.50000,Sample1:12.50000);	36
window2:93_5_75_69	(Sample3:10.00000,(Sample2:7.00000,Sample4:11.00000):11.00000,Sample1:15.00000);	43
window2:93_53_19_32	(Sample2:5.00000,(Sample3:3.00000,Sample4:21.00000):2.00000,Sample1:17.00000);	36
window2:98_54_62_10	(Sample2:2.50000,(Sample3:2.50000,Sample4:26.50000):0.50000,Sample1:17.50000);	37
window2:95_12_49_89	(Sample3:9.50000,(Sample2:5.50000,Sample4:15.50000):2.50000,Sample1:17.50000);	38
window2:93_43_87_65	(Sample2:8.00000,(Sample3:6.00000,Sample4:11.00000):8.00000,Sample1:16.00000);	38
window2:92_12_48_34	(Sample2:7.00000,(Sample3:6.00000,Sample4:15.00000):2.00000,Sample1:24.00000);	41
window2:91_31_86_10	(Sample3:9.00000,(Sample2:6.00000,Sample4:24.00000):4.00000,Sample1:6.00000);	37
window2:98_12_17_88	(Sample2:4.50000,(Sample3:5.50000,Sample4:13.50000):6.50000,Sample1:23.50000);	41
window2:96_12_40_79	(Sample3:4.50000,(Sample2:9.50000,Sample4:16.50000):3.50000,Sample1:16.50000);	38
window2:91_21_8_69	(Sample2:9.00000,(Sample3:5.00000,Sample4:17.00000):4.00000,Sample1:9.00000);	34
window2:96_39_25_50	(Sample2:2.50000,(Sample3:8.50000,Sample4:11.50000):5.50000,Sample1:24.50000);	40
window2:91_5_11_50	(Sample3:8.50000,(Sample2:1.50000,Sample4:11.50000):12.50000,Sample1:10.50000);	36
window2:91_3_57_64	((Sample2:3.50000,Sample3:5.50000):5.50000,Sample4:23.50000,Sample1:9.50000);	37
window2:97_22_14_79	((Sample2:4.00000,Sample3:13.00000):4.00000,Sample4:17.00000,Sample1:12.00000);	38
window2:92_44_45_56	(Sample2:1.50000,(Sample3:4.50000,Sample4:15.50000):4.50000,Sample1:20.50000);	36
